L 735.0, 116.0, -0.0, 734.0, 115.0, -1.0, 0, 0, 0
L 735.0, 118.0, -0.0, 735.0, 116.0, -0.0, 0, 0, 0
L 749.0, 119.0, 1.0, 735.0, 118.0, -0.0, 0, 0, 0
L 758.0, 119.0, 3.0, 749.0, 119.0, 1.0, 0, 0, 0
L 767.0, 119.0, 2.0, 758.0, 119.0, 3.0, 0, 0, 0
L 769.0, 119.0, 1.0, 767.0, 119.0, 2.0, 0, 0, 0
L 777.0, 118.0, 1.0, 769.0, 119.0, 1.0, 0, 0, 0
L 779.0, 118.0, 1.0, 777.0, 118.0, 1.0, 0, 0, 0
L 790.0, 116.0, 6.0, 779.0, 118.0, 1.0, 0, 0, 0
L 792.0, 116.0, 7.0, 790.0, 116.0, 6.0, 0, 0, 0
L 806.0, 112.0, 15.0, 792.0, 116.0, 7.0, 0, 0, 0
L 811.0, 111.0, 16.0, 806.0, 112.0, 15.0, 0, 0, 0
L 814.0, 110.0, 18.0, 811.0, 111.0, 16.0, 0, 0, 0
L 823.0, 106.0, 23.0, 814.0, 110.0, 18.0, 0, 0, 0
L 832.0, 101.0, 28.0, 823.0, 106.0, 23.0, 0, 0, 0
L 833.0, 100.0, 29.0, 832.0, 101.0, 28.0, 0, 0, 0
L 835.0, 100.0, 29.0, 833.0, 100.0, 29.0, 0, 0, 0
L 836.0, 99.0, 30.0, 835.0, 100.0, 29.0, 0, 0, 0
L 837.0, 97.0, 30.0, 836.0, 99.0, 30.0, 0, 0, 0
L 844.0, 89.0, 32.0, 837.0, 97.0, 30.0, 0, 0, 0
L 851.0, 81.0, 33.0, 844.0, 89.0, 32.0, 0, 0, 0
L 853.0, 80.0, 33.0, 851.0, 81.0, 33.0, 0, 0, 0
L 857.0, 77.0, 34.0, 853.0, 80.0, 33.0, 0, 0, 0
L 858.0, 76.0, 34.0, 857.0, 77.0, 34.0, 0, 0, 0
L 859.0, 74.0, 34.0, 858.0, 76.0, 34.0, 0, 0, 0
L 860.0, 73.0, 34.0, 859.0, 74.0, 34.0, 0, 0, 0
L 860.0, 65.0, 33.0, 860.0, 73.0, 34.0, 0, 0, 0
L 860.0, 63.0, 33.0, 860.0, 65.0, 33.0, 0, 0, 0
L 859.0, 61.0, 33.0, 860.0, 63.0, 33.0, 0, 0, 0
L 860.0, 58.0, 33.0, 859.0, 61.0, 33.0, 0, 0, 0
L 861.0, 57.0, 33.0, 860.0, 58.0, 33.0, 0, 0, 0
L 864.0, 57.0, 33.0, 861.0, 57.0, 33.0, 0, 0, 0
L 874.0, 57.0, 36.0, 864.0, 57.0, 33.0, 0, 0, 0
L 877.0, 57.0, 36.0, 874.0, 57.0, 36.0, 0, 0, 0
L 882.0, 57.0, 37.0, 877.0, 57.0, 36.0, 0, 0, 0
L 885.0, 58.0, 37.0, 882.0, 57.0, 37.0, 0, 0, 0
L 886.0, 60.0, 37.0, 885.0, 58.0, 37.0, 0, 0, 0
L 885.0, 62.0, 37.0, 886.0, 60.0, 37.0, 0, 0, 0
L 885.0, 65.0, 38.0, 885.0, 62.0, 37.0, 0, 0, 0
L 885.0, 67.0, 39.0, 885.0, 65.0, 38.0, 0, 0, 0
L 886.0, 68.0, 39.0, 885.0, 67.0, 39.0, 0, 0, 0
L 895.0, 70.0, 42.0, 886.0, 68.0, 39.0, 0, 0, 0
L 904.0, 72.0, 42.0, 895.0, 70.0, 42.0, 0, 0, 0
L 913.0, 73.0, 41.0, 904.0, 72.0, 42.0, 0, 0, 0
L 922.0, 74.0, 39.0, 913.0, 73.0, 41.0, 0, 0, 0
L 937.0, 77.0, 31.0, 922.0, 74.0, 39.0, 0, 0, 0
L 939.0, 77.0, 31.0, 937.0, 77.0, 31.0, 0, 0, 0
L 946.0, 79.0, 26.0, 939.0, 77.0, 31.0, 0, 0, 0
L 949.0, 81.0, 25.0, 946.0, 79.0, 26.0, 0, 0, 0
L 956.0, 84.0, 21.0, 949.0, 81.0, 25.0, 0, 0, 0
L 958.0, 85.0, 21.0, 956.0, 84.0, 21.0, 0, 0, 0
L 956.0, 87.0, 21.0, 958.0, 85.0, 21.0, 0, 0, 0
L 965.0, 91.0, 14.0, 956.0, 87.0, 21.0, 0, 0, 0
L 966.0, 92.0, 12.0, 965.0, 91.0, 14.0, 0, 0, 0
L 975.0, 98.0, 6.0, 966.0, 92.0, 12.0, 0, 0, 0
