L 38.0, -118.0, -10.0, 48.0, -118.0, -10.0, 0, 0, 0
L 38.0, -128.0, -10.0, 38.0, -118.0, -10.0, 0, 0, 0
L 48.0, -128.0, -10.0, 38.0, -128.0, -10.0, 0, 0, 0
L 48.0, -118.0, -10.0, 48.0, -128.0, -10.0, 0, 0, 0
L 98.0, -128.0, -10.0, 88.0, -128.0, -10.0, 0, 0, 0
L 98.0, -118.0, -10.0, 98.0, -128.0, -10.0, 0, 0, 0
L 88.0, -118.0, -10.0, 98.0, -118.0, -10.0, 0, 0, 0
L 88.0, -128.0, -10.0, 88.0, -118.0, -10.0, 0, 0, 0
L 98.0, 117.0, -10.0, 88.0, 117.0, -10.0, 0, 0, 0
L 98.0, 126.0, -10.0, 98.0, 117.0, -10.0, 0, 0, 0
L 88.0, 126.0, -10.0, 98.0, 126.0, -10.0, 0, 0, 0
L 88.0, 117.0, -10.0, 88.0, 126.0, -10.0, 0, 0, 0
L 48.0, 126.0, -10.0, 48.0, 117.0, -10.0, 0, 0, 0
L 38.0, 126.0, -10.0, 48.0, 126.0, -10.0, 0, 0, 0
L 38.0, 117.0, -10.0, 38.0, 126.0, -10.0, 0, 0, 0
L 48.0, 117.0, -10.0, 38.0, 117.0, -10.0, 0, 0, 0
L -38.0, 15.0, -1.0, -28.0, 15.0, -1.0, 0, 0, 0
L -38.0, 22.0, -1.0, -38.0, 15.0, -1.0, 0, 0, 0
L -50.0, 22.0, -1.0, -38.0, 22.0, -1.0, 0, 0, 0
L -50.0, 15.0, -1.0, -50.0, 22.0, -1.0, 0, 0, 0
L -60.0, 15.0, -1.0, -50.0, 15.0, -1.0, 0, 0, 0
L -60.0, 22.0, -1.0, -60.0, 15.0, -1.0, 0, 0, 0
L -72.0, 22.0, -1.0, -60.0, 22.0, -1.0, 0, 0, 0
L -72.0, 15.0, -1.0, -72.0, 22.0, -1.0, 0, 0, 0
L -82.0, 15.0, -1.0, -72.0, 15.0, -1.0, 0, 0, 0
L -82.0, 22.0, -1.0, -82.0, 15.0, -1.0, 0, 0, 0
L -87.0, 22.0, -1.0, -82.0, 22.0, -1.0, 0, 0, 0
L -82.0, -23.0, -1.0, -87.0, -23.0, -1.0, 0, 0, 0
L -82.0, -16.0, -1.0, -82.0, -23.0, -1.0, 0, 0, 0
L -72.0, -16.0, -1.0, -82.0, -16.0, -1.0, 0, 0, 0
L -72.0, -23.0, -1.0, -72.0, -16.0, -1.0, 0, 0, 0
L -60.0, -23.0, -1.0, -72.0, -23.0, -1.0, 0, 0, 0
L -60.0, -16.0, -1.0, -60.0, -23.0, -1.0, 0, 0, 0
L -50.0, -16.0, -1.0, -60.0, -16.0, -1.0, 0, 0, 0
L -50.0, -23.0, -1.0, -50.0, -16.0, -1.0, 0, 0, 0
L -38.0, -23.0, -1.0, -50.0, -23.0, -1.0, 0, 0, 0
L -38.0, -16.0, -1.0, -38.0, -23.0, -1.0, 0, 0, 0
L -28.0, -16.0, -1.0, -38.0, -16.0, -1.0, 0, 0, 0
L 4.0, -28.0, -1.0, -6.0, -37.0, -1.0, 150, 150, 150
L -2.0, -39.0, 0.0, 5.0, -30.0, 0.0, 150, 150, 150
L 7.0, -32.0, 0.0, 0.0, -40.0, 0.0, 150, 150, 150
L 2.0, -42.0, 2.0, 8.0, -32.0, 2.0, 150, 150, 150
L 10.0, -33.0, 3.0, 5.0, -44.0, 3.0, 150, 150, 150
L 8.0, -45.0, 5.0, 12.0, -33.0, 5.0, 150, 150, 150
L 14.0, -34.0, 6.0, 11.0, -47.0, 6.0, 150, 150, 150
L 14.0, -48.0, 7.0, 16.0, -34.0, 7.0, 150, 150, 150
L 18.0, -34.0, 9.0, 18.0, -48.0, 9.0, 150, 150, 150
L 21.0, -48.0, 10.0, 19.0, -34.0, 10.0, 150, 150, 150
L 25.0, -48.0, 12.0, 21.0, -34.0, 12.0, 150, 150, 150
L 25.0, 47.0, 12.0, 21.0, 32.0, 12.0, 150, 150, 150
L 21.0, 47.0, 10.0, 19.0, 33.0, 10.0, 150, 150, 150
L 18.0, 47.0, 9.0, 18.0, 33.0, 9.0, 150, 150, 150
L 14.0, 47.0, 7.0, 16.0, 33.0, 7.0, 150, 150, 150
L 11.0, 46.0, 6.0, 14.0, 33.0, 6.0, 150, 150, 150
L 8.0, 44.0, 5.0, 12.0, 32.0, 5.0, 150, 150, 150
L 5.0, 43.0, 3.0, 10.0, 32.0, 3.0, 150, 150, 150
L 2.0, 41.0, 2.0, 8.0, 31.0, 2.0, 150, 150, 150
L 0.0, 39.0, 0.0, 7.0, 30.0, 0.0, 150, 150, 150
L -2.0, 38.0, 0.0, 5.0, 28.0, 0.0, 150, 150, 150
L 4.0, 27.0, -1.0, -5.0, 36.0, -1.0, 150, 150, 150
L 26.0, 47.0, 16.0, 14.0, 47.0, 10.0, 0, 0, 0
L -28.0, 23.0, -1.0, 14.0, 47.0, 10.0, 0, 0, 0
L -28.0, 15.0, -1.0, -28.0, 23.0, -1.0, 0, 0, 0
L 37.0, -9.0, -1.0, 30.0, -10.0, -1.0, 0, 0, 0
L 28.0, 8.0, -1.0, 38.0, 8.0, -1.0, 0, 0, 0
L 30.0, 17.0, -1.0, 28.0, 8.0, -1.0, 0, 0, 0
L 27.0, 22.0, -1.0, 30.0, 17.0, -1.0, 0, 0, 0
L 22.0, 26.0, -1.0, 27.0, 22.0, -1.0, 0, 0, 0
L 16.0, 27.0, -1.0, 22.0, 26.0, -1.0, 0, 0, 0
L 10.0, 25.0, -1.0, 16.0, 27.0, -1.0, 0, 0, 0
L 5.0, 20.0, -1.0, 10.0, 25.0, -1.0, 0, 0, 0
L 0.0, 24.0, -1.0, 5.0, 20.0, -1.0, 0, 0, 0
L 30.0, -19.0, -1.0, 30.0, -10.0, -1.0, 0, 0, 0
L 27.0, -24.0, -1.0, 30.0, -19.0, -1.0, 0, 0, 0
L 22.0, -27.0, -1.0, 27.0, -24.0, -1.0, 0, 0, 0
L 16.0, -28.0, -1.0, 22.0, -27.0, -1.0, 0, 0, 0
L 10.0, -26.0, -1.0, 16.0, -28.0, -1.0, 0, 0, 0
L 5.0, -22.0, -1.0, 10.0, -26.0, -1.0, 0, 0, 0
L 0.0, -25.0, -1.0, 5.0, -22.0, -1.0, 0, 0, 0
L 7.0, -32.0, 5.0, 0.0, -25.0, -1.0, 0, 0, 0
L 15.0, -34.0, 10.0, 7.0, -32.0, 5.0, 0, 0, 0
L 24.0, -33.0, 16.0, 15.0, -34.0, 10.0, 0, 0, 0
L 15.0, 33.0, 9.0, 24.0, 32.0, 16.0, 0, 0, 0
L 8.0, 31.0, 5.0, 15.0, 33.0, 9.0, 0, 0, 0
L 0.0, 24.0, -1.0, 8.0, 31.0, 5.0, 0, 0, 0
L -28.0, -24.0, -1.0, 13.0, -48.0, 9.0, 0, 0, 0
L -28.0, -16.0, -1.0, -28.0, -24.0, -1.0, 0, 0, 0
L 13.0, -48.0, 9.0, 26.0, -48.0, 16.0, 0, 0, 0
L 151.0, -52.0, 11.0, 161.0, -52.0, 11.0, 0, 0, 0
L 134.0, -52.0, 11.0, 151.0, -52.0, 11.0, 0, 0, 0
L 124.0, -52.0, 11.0, 134.0, -52.0, 11.0, 0, 0, 0
L 107.0, -52.0, 11.0, 124.0, -52.0, 11.0, 0, 0, 0
L 97.0, -52.0, 11.0, 107.0, -52.0, 11.0, 0, 0, 0
L 86.0, -52.0, 11.0, 97.0, -52.0, 11.0, 0, 0, 0
L 86.0, -20.0, 11.0, 86.0, -52.0, 11.0, 0, 0, 0
L 97.0, -20.0, 11.0, 86.0, -20.0, 11.0, 0, 0, 0
L 97.0, -23.0, 11.0, 97.0, -20.0, 11.0, 0, 0, 0
L 107.0, -23.0, 11.0, 97.0, -23.0, 11.0, 0, 0, 0
L 107.0, -20.0, 11.0, 107.0, -23.0, 11.0, 0, 0, 0
L 123.0, -20.0, 11.0, 107.0, -20.0, 11.0, 0, 0, 0
L 123.0, -10.0, 11.0, 123.0, -20.0, 11.0, 0, 0, 0
L 119.0, -5.0, 11.0, 123.0, -10.0, 11.0, 0, 0, 0
L 120.0, 8.0, 11.0, 119.0, 4.0, 11.0, 0, 0, 0
L 123.0, 9.0, 11.0, 120.0, 8.0, 11.0, 0, 0, 0
L 123.0, 19.0, 11.0, 123.0, 9.0, 11.0, 0, 0, 0
L 107.0, 19.0, 11.0, 123.0, 19.0, 11.0, 0, 0, 0
L 107.0, 22.0, 11.0, 107.0, 19.0, 11.0, 0, 0, 0
L 97.0, 22.0, 11.0, 107.0, 22.0, 11.0, 0, 0, 0
L 97.0, 19.0, 11.0, 97.0, 22.0, 11.0, 0, 0, 0
L 86.0, 19.0, 11.0, 97.0, 19.0, 11.0, 0, 0, 0
L 86.0, 51.0, 11.0, 86.0, 19.0, 11.0, 0, 0, 0
L 97.0, 51.0, 11.0, 86.0, 51.0, 11.0, 0, 0, 0
L 107.0, 51.0, 11.0, 97.0, 51.0, 11.0, 0, 0, 0
L 124.0, 51.0, 11.0, 107.0, 51.0, 11.0, 0, 0, 0
L 134.0, 51.0, 11.0, 124.0, 51.0, 11.0, 0, 0, 0
L 151.0, 51.0, 11.0, 134.0, 51.0, 11.0, 0, 0, 0
L 161.0, 51.0, 11.0, 151.0, 51.0, 11.0, 0, 0, 0
L 161.0, -52.0, 11.0, 179.0, -52.0, 14.0, 0, 0, 0
L 179.0, -52.0, 14.0, 179.0, -50.0, 14.0, 0, 0, 0
L 208.0, -36.0, 36.0, 180.0, -36.0, 26.0, 0, 0, 0
L 235.0, -36.0, 40.0, 208.0, -36.0, 36.0, 0, 0, 0
L 188.0, -50.0, 18.0, 179.0, -50.0, 14.0, 0, 0, 0
L 188.0, -53.0, 18.0, 188.0, -50.0, 18.0, 0, 0, 0
L 207.0, -53.0, 27.0, 188.0, -53.0, 18.0, 0, 0, 0
L 208.0, -50.0, 28.0, 207.0, -50.0, 27.0, 0, 0, 0
L 207.0, -53.0, 27.0, 207.0, -50.0, 27.0, 0, 0, 0
L 161.0, 51.0, 11.0, 179.0, 51.0, 11.0, 0, 0, 0
L 179.0, 49.0, 14.0, 179.0, 51.0, 14.0, 0, 0, 0
L 208.0, 35.0, 26.0, 180.0, 35.0, 24.0, 0, 0, 0
