L -803.0, -130.0, 89.0, -812.0, -130.0, 90.0, 100, 50, 0
L -781.0, -129.0, 89.0, -792.0, -130.0, 89.0, 100, 50, 0
L -782.0, -87.0, 89.0, -781.0, -129.0, 89.0, 100, 50, 0
L -813.0, -88.0, 89.0, -782.0, -87.0, 89.0, 100, 50, 0
L -812.0, -130.0, 90.0, -813.0, -88.0, 89.0, 100, 50, 0
L -88.0, -221.0, -18.0, -91.0, -220.0, -16.0, 100, 50, 0
L -85.0, -208.0, -17.0, -88.0, -221.0, -18.0, 100, 50, 0
L -130.0, -196.0, -16.0, -85.0, -208.0, -17.0, 100, 50, 0
L -133.0, -209.0, -16.0, -130.0, -196.0, -16.0, 100, 50, 0
L -137.0, -207.0, -16.0, -133.0, -209.0, -16.0, 100, 50, 0
L -140.0, -216.0, -16.0, -137.0, -207.0, -16.0, 100, 50, 0
L -136.0, -217.0, -17.0, -140.0, -216.0, -16.0, 100, 50, 0
L -139.0, -229.0, -17.0, -136.0, -217.0, -17.0, 100, 50, 0
L -95.0, -242.0, -18.0, -139.0, -229.0, -17.0, 100, 50, 0
L -91.0, -230.0, -18.0, -95.0, -242.0, -18.0, 100, 50, 0
L -128.0, -198.0, -16.0, -136.0, -228.0, -16.0, 100, 50, 0
L -88.0, -209.0, -16.0, -128.0, -198.0, -16.0, 100, 50, 0
L -91.0, -220.0, -16.0, -88.0, -209.0, -16.0, 100, 50, 0
L -96.0, -240.0, -16.0, -91.0, -230.0, -18.0, 100, 50, 0
L -136.0, -228.0, -16.0, -96.0, -240.0, -16.0, 100, 50, 0
L 533.0, 87.0, -38.0, 491.0, 84.0, -37.0, 100, 50, 0
L 533.0, 76.0, -38.0, 533.0, 87.0, -38.0, 100, 50, 0
L 535.0, 56.0, -38.0, 534.0, 65.0, -38.0, 100, 50, 0
L 493.0, 53.0, -37.0, 535.0, 56.0, -38.0, 100, 50, 0
L 491.0, 84.0, -37.0, 493.0, 53.0, -37.0, 100, 50, 0
L 690.0, -1173.0, -43.0, 700.0, -1173.0, -43.0, 0, 0, 0
L 690.0, -1176.0, -43.0, 690.0, -1173.0, -43.0, 0, 0, 0
L 701.0, -1176.0, -44.0, 690.0, -1176.0, -43.0, 0, 0, 0
