L 196.2000, 143.6000, 41.6000,  192.5000, 139.9000, 41.6000,  0, 255, 255
L 84.9000, 139.9000, 41.6000,  192.5000, 139.9000, 41.6000,  0, 255, 255
L 84.9000, 139.9000, 41.6000,  81.2000, 143.6000, 41.6000,  0, 255, 255
L 81.2000, 143.6000, 41.6000,  81.2000, 281.5000, 41.6000,  0, 255, 255
L 81.2000, 281.5000, 41.6000,  84.9000, 285.3000, 41.6000,  0, 255, 255
L 84.9000, 285.3000, 41.6000,  192.5000, 285.3000, 41.6000,  0, 255, 255
L 196.5000, 313.8000, 42.2000,  192.4000, 309.7000, 42.2000,  0, 255, 255
L -75.5000, 244.6000, 42.4000,  -57.7000, 244.7000, 42.3000,  0, 255, 255
L -17.6000, 163.2000, 21.3000,  -15.7000, 163.8000, 22.5000,  0, 255, 255
L -13.7000, 164.3000, 23.6000,  -13.5000, 164.4000, 23.7000,  0, 255, 255
L -9.3000, 166.0000, 26.2000,  -8.9000, 166.2000, 26.5000,  0, 255, 255
L -0.3000, 169.7000, 31.7000,  1.7000, 171.0000, 33.3000,  0, 255, 255
L 4.5000, 172.8000, 35.4000,  5.8000, 174.1000, 35.8000,  0, 255, 255
L 9.8000, 177.9000, 36.8000,  10.6000, 179.2000, 38.2000,  0, 255, 255
L 13.3000, 183.5000, 42.8000,  14.6000, 185.3000, 43.0000,  0, 255, 255
L 15.9000, 187.1000, 43.3000,  16.4000, 189.2000, 43.3000,  0, 255, 255
L 16.8000, 191.2000, 43.3000,  16.8000, 192.3000, 43.3000,  0, 255, 255
L -66.3000, 161.6000, 40.9000,  -73.6000, 161.6000, 41.0000,  0, 255, 255
L -73.6000, 161.6000, 41.0000,  -73.6000, 171.5000, 41.9000,  0, 255, 255
L -73.6000, 171.5000, 41.9000,  -115.2000, 171.3000, 42.2000,  0, 255, 255
L -23.3000, 169.2000, 16.2000,  -21.6000, 169.4000, 17.8000,  0, 255, 255
L -16.4000, 170.2000, 23.2000,  -14.9000, 170.8000, 23.7000,  0, 255, 255
L -4.6000, 175.5000, 31.7000,  -3.0000, 176.5000, 32.8000,  0, 255, 255
L 1.9000, 179.4000, 36.1000,  2.8000, 180.7000, 36.5000,  0, 255, 255
L 5.6000, 184.6000, 37.9000,  6.4000, 185.9000, 39.0000,  0, 255, 255
L 9.7000, 190.8000, 43.3000,  10.6000, 192.3000, 43.3000,  0, 255, 255
L 10.6000, 192.3000, 43.3000,  10.7000, 202.4000, 43.3000,  0, 255, 255
L -58.6000, 151.0000, 40.9000,  -73.8000, 150.8000, 41.0000,  0, 255, 255
L -73.8000, 150.8000, 41.0000,  -73.8000, 141.3000, 41.5000,  0, 255, 255
L 163.0000, 455.9000, 42.2000,  167.4000, 453.7000, 42.2000,  0, 255, 255
L -65.3000, 275.5000, 15.9000,  -65.2000, 261.5000, 11.9000,  0, 255, 0
L -65.2000, 261.5000, 11.9000,  -54.1000, 261.7000, 11.9000,  0, 255, 0
L -54.1000, 261.7000, 11.9000,  -54.1000, 222.7000, 11.9000,  0, 255, 0
L -54.1000, 222.7000, 11.9000,  -76.8000, 222.7000, 12.0000,  0, 255, 0
L -76.8000, 222.7000, 12.0000,  -76.1000, 221.0000, 14.7000,  0, 255, 0
L -76.1000, 221.0000, 14.7000,  -76.9000, 220.1000, 14.7000,  0, 255, 0
L -76.9000, 220.1000, 14.7000,  -79.3000, 221.1000, 14.7000,  0, 255, 0
L -79.3000, 221.1000, 14.7000,  -80.9000, 223.0000, 14.7000,  0, 255, 0
L -80.9000, 223.0000, 14.7000,  -82.5000, 223.9000, 14.7000,  0, 255, 0
L -82.5000, 223.9000, 14.7000,  -83.3000, 225.9000, 14.7000,  0, 255, 0
L -83.3000, 225.9000, 14.7000,  -83.6000, 227.9000, 14.7000,  0, 255, 0
L -83.6000, 227.9000, 14.7000,  -83.7000, 227.9000, 16.2000,  0, 255, 0
L -83.7000, 227.9000, 16.2000,  -83.4000, 230.1000, 16.2000,  0, 255, 0
L -83.4000, 230.1000, 16.2000,  -82.3000, 232.7000, 16.2000,  0, 255, 0
L -82.3000, 232.7000, 16.2000,  -80.9000, 234.1000, 16.2000,  0, 255, 0
